Frame,X_Center,Y_Center,Force_Intensity
326,999,723,310724.42
327,999,723,314460.266
328,999,723,320564.578
329,999,723,324171.609
330,999,723,326881.31
331,999,723,327748.577
332,999,723,324863.504
333,999,723,324989.262
334,999,723,326038.646
335,999,723,327157.139
336,999,723,328751.364
337,999,723,328857.43
338,999,723,328460.468
339,999,723,329236.53
340,999,723,329038.049
341,999,723,334316.042
342,999,723,335045.324
343,999,723,336398.704
344,999,723,337375.254
345,999,723,339360.348
346,999,723,339693.881
347,999,723,339405.467
348,999,723,339319.543
349,999,723,340045.701
350,999,723,340040.041
351,999,723,340988.577
352,999,723,345731.983
353,999,723,351113.224
354,999,723,357779.98
355,999,723,364194.625
356,999,723,366882.39
357,999,723,368893.897
358,999,723,368721.371
